Local time in Romulus / Detroit (airport);T;P0;P;U;DD;Ff;ff10;WW;W'W';c;VV;Td
12.08.2022 7:53;18.0;750.5;767.8;68;Wind blowing from the north;4;;;;Few clouds (10-30%) 900 m, few clouds (10-30%) 7500 m;16.0;12.0
12.08.2022 6:53;15.0;750.3;767.8;77;Wind blowing from the north-northwest;3;;;;Few clouds (10-30%) 660 m, few clouds (10-30%) 6600 m;16.0;11.0
12.08.2022 5:53;13.0;749.7;767.3;77;Wind blowing from the north-northwest;2;;;;Few clouds (10-30%) 660 m, few clouds (10-30%) 6600 m;16.0;9.0
12.08.2022 4:53;13.0;749.5;767.1;77;Wind blowing from the north-northwest;2;;;;No clouds;16.0;9.0
12.08.2022 3:53;14.0;749.3;766.8;72;Wind blowing from the north;2;;;;Few clouds (10-30%) 6600 m;16.0;9.0
12.08.2022 2:53;14.0;749.3;766.8;72;Wind blowing from the north;2;;;;Few clouds (10-30%) 6600 m;16.0;9.0
12.08.2022 1:53;14.0;749.3;766.8;67;Wind blowing from the north;3;;;;Few clouds (10-30%) 6600 m;16.0;8.0
12.08.2022 0:53;14.0;749.3;766.8;63;Wind blowing from the north;2;;;;No clouds;16.0;7.0
11.08.2022 23:53;16.0;749.2;766.6;55;Wind blowing from the north-northeast;2;;;;No clouds;16.0;7.0
11.08.2022 22:53;17.0;749.3;766.6;49;Wind blowing from the north-east;2;;;;No clouds;16.0;6.0
11.08.2022 21:53;18.0;749.1;766.3;46;Wind blowing from the north-northeast;3;;;;No clouds;16.0;6.0
11.08.2022 20:53;19.0;748.6;765.8;43;Wind blowing from the north-northeast;5;;;;No clouds;16.0;6.0
11.08.2022 19:53;22.0;748.0;765.0;44;Wind blowing from the north-northeast;5;;;;Few clouds (10-30%) 1800 m;16.0;9.0
11.08.2022 18:53;23.0;747.9;764.8;41;Wind blowing from the north-northeast;6;;;;Few clouds (10-30%) 1800 m;16.0;9.0
11.08.2022 17:53;25.0;747.7;764.5;44;Wind blowing from the north;7;9;;;Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2400 m;14.0;12.0
11.08.2022 16:53;26.0;747.6;764.3;42;Wind blowing from the north;6;8;;;Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2400 m;14.0;12.0
11.08.2022 15:53;27.0;747.8;764.5;37;Wind blowing from the north-east;3;9;;;Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2250 m;16.0;11.0
11.08.2022 14:53;26.0;747.8;764.5;39;Wind blowing from the north-northeast;5;;;;Broken clouds (60-90%) 2100 m;16.0;11.0
11.08.2022 13:53;27.0;748.1;764.8;34;variable wind direction;3;;;;Broken clouds (60-90%) 1950 m;16.0;10.0
11.08.2022 12:53;27.0;748.3;765.0;37;Wind blowing from the north;5;9;;;Scattered clouds (40-50%) 1800 m;16.0;11.0
11.08.2022 11:53;26.0;748.5;765.3;37;Wind blowing from the north-northeast;5;8;;;Few clouds (10-30%) 1350 m, few clouds (10-30%) 2100 m;16.0;10.0
11.08.2022 10:53;25.0;748.5;765.3;36;Wind blowing from the north-west;6;;;;Few clouds (10-30%) 1350 m, few clouds (10-30%) 2100 m;16.0;9.0
11.08.2022 9:53;24.0;748.1;765.0;44;Wind blowing from the north-northwest;5;;;;Few clouds (10-30%) 2100 m;16.0;11.0
11.08.2022 8:53;22.0;748.0;765.0;50;Wind blowing from the north;4;;;;Few clouds (10-30%) 1500 m, few clouds (10-30%) 2100 m;16.0;11.0
11.08.2022 7:53;21.0;748.0;765.0;53;Wind blowing from the north;3;;;;Broken clouds (60-90%) 1500 m, broken clouds (60-90%) 2100 m;16.0;11.0
11.08.2022 6:53;20.0;747.7;764.8;60;Wind blowing from the north-northwest;2;;;;Broken clouds (60-90%) 1350 m, broken clouds (60-90%) 2250 m, overcast (100%) 4200 m;16.0;12.0
11.08.2022 5:53;20.0;747.2;764.3;56;Wind blowing from the north;2;;;;Broken clouds (60-90%) 1950 m, broken clouds (60-90%) 3300 m, overcast (100%) 7500 m;16.0;11.0
11.08.2022 4:53;20.0;746.9;764.0;60;Wind blowing from the north-northeast;3;;;;Scattered clouds (40-50%) 1950 m, broken clouds (60-90%) 2850 m, overcast (100%) 7500 m;16.0;12.0
11.08.2022 3:53;21.0;747.0;764.0;64;Wind blowing from the north-northeast;3;;;;Scattered clouds (40-50%) 1950 m, broken clouds (60-90%) 4200 m, broken clouds (60-90%) 7500 m;16.0;14.0
11.08.2022 2:53;21.0;746.8;763.8;69;Wind blowing from the north-northeast;7;;;;Scattered clouds (40-50%) 7500 m;16.0;15.0
11.08.2022 1:53;21.0;746.8;763.8;73;Wind blowing from the west-northwest;3;;;;Scattered clouds (40-50%) 7500 m;16.0;16.0
11.08.2022 0:53;21.0;746.8;763.8;73;Wind blowing from the west;3;;;;Scattered clouds (40-50%) 7500 m;16.0;16.0
10.08.2022 23:53;22.0;747.0;764.0;69;Wind blowing from the west;3;;;;Scattered clouds (40-50%) 7500 m;16.0;16.0
10.08.2022 22:53;22.0;747.0;764.0;69;Wind blowing from the west-southwest;3;;;;Few clouds (10-30%) 7500 m;16.0;16.0
10.08.2022 21:53;23.0;747.1;764.0;65;Wind blowing from the west-southwest;2;;;;Few clouds (10-30%) 7500 m;16.0;16.0
10.08.2022 20:53;23.0;746.9;763.8;61;Wind blowing from the west-northwest;2;;;;Few clouds (10-30%) 7500 m;16.0;15.0
10.08.2022 19:53;24.0;746.7;763.5;57;Wind blowing from the west;3;;;;Few clouds (10-30%) 7500 m;16.0;15.0
10.08.2022 18:53;26.0;746.6;763.3;51;Wind blowing from the west-northwest;4;;;;Few clouds (10-30%) 1350 m, few clouds (10-30%) 7500 m;16.0;15.0
10.08.2022 17:53;27.0;746.6;763.3;48;Wind blowing from the west;4;;;;Few clouds (10-30%) 1350 m, few clouds (10-30%) 7500 m;16.0;15.0
10.08.2022 16:53;28.0;746.9;763.5;42;Wind blowing from the west-northwest;5;;;;Few clouds (10-30%) 1350 m;16.0;14.0
10.08.2022 15:53;28.0;746.9;763.5;45;;;;;;Few clouds (10-30%) 1350 m, few clouds (10-30%) 4200 m;16.0;15.0
10.08.2022 14:53;28.0;747.4;764.0;45;Wind blowing from the west-southwest;3;;;;Few clouds (10-30%) 1290 m, few clouds (10-30%) 4200 m;16.0;15.0
10.08.2022 13:53;27.0;748.1;764.8;48;Wind blowing from the south-southwest;3;;;;Few clouds (10-30%) 1290 m, few clouds (10-30%) 4200 m;16.0;15.0
10.08.2022 12:53;27.0;748.6;765.3;45;Wind blowing from the west-southwest;3;;;;Few clouds (10-30%) 1290 m, scattered clouds (40-50%) 4200 m;16.0;14.0
10.08.2022 11:53;26.0;748.8;765.6;48;variable wind direction;3;;;;Scattered clouds (40-50%) 1290 m, broken clouds (60-90%) 4200 m;16.0;14.0
10.08.2022 10:53;26.0;749.3;766.1;51;variable wind direction;2;;;;Broken clouds (60-90%) 1230 m, broken clouds (60-90%) 4200 m;16.0;15.0
10.08.2022 9:53;24.0;749.2;766.1;61;Calm, no wind;0;;;;Broken clouds (60-90%) 900 m, broken clouds (60-90%) 1380 m, broken clouds (60-90%) 4200 m;16.0;16.0
10.08.2022 8:53;23.0;749.1;766.1;69;Calm, no wind;0;;;;Few clouds (10-30%) 720 m, scattered clouds (40-50%) 1350 m, broken clouds (60-90%) 4200 m;16.0;17.0
10.08.2022 7:53;20.0;749.2;766.3;78;Calm, no wind;0;;;;Broken clouds (60-90%) 1350 m, broken clouds (60-90%) 4200 m;16.0;16.0
10.08.2022 6:53;19.0;748.9;766.1;83;Wind blowing from the north-east;2;;;;Scattered clouds (40-50%) 1350 m, broken clouds (60-90%) 4200 m, broken clouds (60-90%) 6000 m;16.0;16.0
10.08.2022 5:53;18.0;748.4;765.6;83;Calm, no wind;0;;;;Scattered clouds (40-50%) 780 m, broken clouds (60-90%) 1650 m, broken clouds (60-90%) 6000 m;16.0;15.0
10.08.2022 5:30;18.0;748.1;765.3;83;Calm, no wind;0;;;;Scattered clouds (40-50%) 780 m, broken clouds (60-90%) 1650 m, broken clouds (60-90%) 6000 m;16.0;15.0
10.08.2022 4:53;18.0;747.8;765.0;88;Calm, no wind;0;;;;Broken clouds (60-90%) 840 m, broken clouds (60-90%) 1800 m, overcast (100%) 4500 m;16.0;16.0
10.08.2022 4:18;18.0;748.1;765.3;88;Calm, no wind;0;;;;Broken clouds (60-90%) 840 m, broken clouds (60-90%) 4200 m, overcast (100%) 6600 m;16.0;16.0
10.08.2022 3:53;18.0;747.8;765.0;88;Calm, no wind;0;;;;Scattered clouds (40-50%) 1320 m, broken clouds (60-90%) 4200 m, broken clouds (60-90%) 6600 m;16.0;16.0
10.08.2022 2:53;18.0;747.8;765.0;88;Wind blowing from the north;2;;;;Scattered clouds (40-50%) 1260 m, broken clouds (60-90%) 4200 m, broken clouds (60-90%) 6600 m;16.0;16.0
10.08.2022 1:53;19.0;747.8;765.0;83;Calm, no wind;0;;;;Broken clouds (60-90%) 1230 m, broken clouds (60-90%) 4200 m, overcast (100%) 6600 m;16.0;16.0
10.08.2022 0:53;19.0;748.1;765.3;83;Wind blowing from the east;2;;;;Few clouds (10-30%) 1440 m, broken clouds (60-90%) 4200 m, broken clouds (60-90%) 6600 m;16.0;16.0
09.08.2022 23:53;20.0;747.9;765.0;78;Wind blowing from the east;2;;;;Scattered clouds (40-50%) 1410 m, broken clouds (60-90%) 6600 m;16.0;16.0
09.08.2022 22:53;21.0;748.0;765.0;73;Wind blowing from the east;2;;;;Broken clouds (60-90%) 1350 m, broken clouds (60-90%) 6600 m;16.0;16.0
09.08.2022 21:53;21.0;747.5;764.5;73;Wind blowing from the east;2;;;;Scattered clouds (40-50%) 1050 m, broken clouds (60-90%) 6600 m;16.0;16.0
09.08.2022 20:53;22.0;747.5;764.5;69;Wind blowing from the east;3;;;;Broken clouds (60-90%) 1050 m, broken clouds (60-90%) 6600 m;16.0;16.0
09.08.2022 19:53;23.0;747.4;764.3;61;Wind blowing from the east-southeast;3;;;;Broken clouds (60-90%) 1050 m, overcast (100%) 1350 m;16.0;15.0
09.08.2022 18:53;24.0;747.0;763.8;54;Wind blowing from the east;3;;;;Broken clouds (60-90%) 1050 m, overcast (100%) 1500 m;16.0;14.0
09.08.2022 17:53;24.0;746.7;763.5;61;Wind blowing from the east-southeast;4;;;;Broken clouds (60-90%) 1500 m, broken clouds (60-90%) 6600 m;16.0;16.0
09.08.2022 16:53;25.0;746.5;763.3;57;Wind blowing from the east-southeast;4;;;;Broken clouds (60-90%) 1500 m, broken clouds (60-90%) 6600 m;16.0;16.0
09.08.2022 15:53;27.0;746.6;763.3;45;Wind blowing from the east-southeast;2;;;;Broken clouds (60-90%) 1350 m, broken clouds (60-90%) 6000 m;16.0;14.0
09.08.2022 14:53;26.0;746.8;763.5;45;variable wind direction;3;;;;Broken clouds (60-90%) 1350 m, broken clouds (60-90%) 6000 m;16.0;13.0
09.08.2022 13:53;24.0;747.1;764.0;54;Wind blowing from the east;2;;;;Broken clouds (60-90%) 1350 m, broken clouds (60-90%) 6000 m;16.0;14.0
09.08.2022 12:53;26.0;747.6;764.3;48;Wind blowing from the north-northwest;4;;;;Broken clouds (60-90%) 1200 m, broken clouds (60-90%) 6000 m;16.0;14.0
09.08.2022 11:53;23.0;747.6;764.5;57;Wind blowing from the north;3;;;;Broken clouds (60-90%) 1200 m, broken clouds (60-90%) 6000 m;16.0;14.0
09.08.2022 10:53;23.0;747.9;764.8;57;Wind blowing from the north;2;;;;Broken clouds (60-90%) 990 m, broken clouds (60-90%) 6000 m;16.0;14.0
09.08.2022 9:53;22.0;747.5;764.5;65;variable wind direction;2;;;;Broken clouds (60-90%) 900 m;16.0;15.0
09.08.2022 9:17;22.0;747.3;764.3;61;Wind blowing from the north;4;;;;Broken clouds (60-90%) 840 m, broken clouds (60-90%) 1050 m;16.0;14.0
09.08.2022 8:53;22.0;747.3;764.3;61;Wind blowing from the north;4;;;;Scattered clouds (40-50%) 780 m, scattered clouds (40-50%) 6000 m;16.0;14.0
09.08.2022 7:53;21.0;747.0;764.0;64;Wind blowing from the north;4;;;;Scattered clouds (40-50%) 900 m, scattered clouds (40-50%) 6000 m;16.0;14.0
09.08.2022 6:53;19.0;746.7;763.8;73;Wind blowing from the north;2;;;;Few clouds (10-30%) 1050 m, scattered clouds (40-50%) 1950 m, broken clouds (60-90%) 6000 m;16.0;14.0
09.08.2022 6:07;18.0;746.1;763.3;78;Wind blowing from the north;3;;;;Scattered clouds (40-50%) 840 m, broken clouds (60-90%) 1950 m, broken clouds (60-90%) 6000 m;16.0;14.0
09.08.2022 5:53;18.0;746.1;763.3;78;Wind blowing from the north;2;;;;Few clouds (10-30%) 360 m, broken clouds (60-90%) 840 m, overcast (100%) 1950 m;16.0;14.0
09.08.2022 4:53;19.0;745.7;762.8;78;Wind blowing from the north;4;;;;Scattered clouds (40-50%) 360 m, overcast (100%) 600 m;16.0;15.0
09.08.2022 3:53;20.0;745.3;762.3;78;Wind blowing from the north;5;;;;Scattered clouds (40-50%) 330 m, overcast (100%) 750 m;16.0;16.0
09.08.2022 2:53;20.0;745.0;762.0;78;Wind blowing from the north;3;;;;Scattered clouds (40-50%) 330 m, overcast (100%) 660 m;16.0;16.0
09.08.2022 1:53;20.0;744.7;761.7;78;Wind blowing from the north-northeast;4;;;;Scattered clouds (40-50%) 330 m, overcast (100%) 540 m;14.0;16.0
09.08.2022 1:15;20.0;744.5;761.5;83;Wind blowing from the north;5;;;;Scattered clouds (40-50%) 330 m, overcast (100%) 540 m;14.0;17.0
09.08.2022 0:53;21.0;744.5;761.5;78;Wind blowing from the north-northeast;5;;;;Broken clouds (60-90%) 360 m, overcast (100%) 600 m;14.0;17.0
09.08.2022 0:41;21.0;744.5;761.5;78;Wind blowing from the north-northeast;5;;;;Broken clouds (60-90%) 360 m, overcast (100%) 600 m;14.0;17.0
08.08.2022 23:53;21.0;744.7;761.7;83;Wind blowing from the north;5;;;;Broken clouds (60-90%) 270 m, overcast (100%) 600 m;12.0;18.0
08.08.2022 23:27;21.0;744.2;761.2;88;Wind blowing from the north-northeast;4;;;;Broken clouds (60-90%) 210 m, overcast (100%) 600 m;12.0;19.0
08.08.2022 23:00;21.0;744.0;761.0;88;Wind blowing from the north-northeast;5;;Light rain, mist;;Broken clouds (60-90%) 330 m, overcast (100%) 600 m;9.0;19.0
08.08.2022 22:53;21.0;744.0;761.0;88;Wind blowing from the north-northeast;5;;Light rain, mist;;Scattered clouds (40-50%) 330 m, overcast (100%) 450 m;6.0;19.0
08.08.2022 22:19;24.0;743.7;760.5;78;Wind blowing from the north;6;10;;;Few clouds (10-30%) 600 m, broken clouds (60-90%) 750 m, overcast (100%) 1200 m;16.0;20.0
08.08.2022 21:53;25.0;743.3;760.0;79;Wind blowing from the north-west;4;;;;Broken clouds (60-90%) 1140 m, broken clouds (60-90%) 1470 m, overcast (100%) 2550 m;16.0;21.0
08.08.2022 20:53;26.0;742.9;759.5;74;Wind blowing from the north-west;5;;;;Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2100 m, overcast (100%) 2550 m;16.0;21.0
08.08.2022 19:53;27.0;742.4;759.0;74;Wind blowing from the north-west;5;;;;Broken clouds (60-90%) 1050 m, overcast (100%) 2100 m;16.0;22.0
08.08.2022 18:53;28.0;742.2;758.7;66;Wind blowing from the west-northwest;5;;;;Few clouds (10-30%) 1800 m, overcast (100%) 2400 m;16.0;21.0
08.08.2022 17:53;29.0;742.2;758.7;62;Wind blowing from the west;5;10;;;Few clouds (10-30%) 1500 m, scattered clouds (40-50%) 3600 m, broken clouds (60-90%) 4800 m;16.0;21.0
08.08.2022 16:53;29.0;741.8;758.2;62;Wind blowing from the west;7;11;;;Few clouds (10-30%) 1500 m, broken clouds (60-90%) 3300 m, broken clouds (60-90%) 4800 m;16.0;21.0
08.08.2022 15:53;31.0;742.1;758.4;62;Wind blowing from the west;5;10;;;Few clouds (10-30%) 1500 m, scattered clouds (40-50%) 1950 m, broken clouds (60-90%) 4500 m;16.0;23.0
08.08.2022 14:53;30.0;742.0;758.4;62;Wind blowing from the west-southwest;8;12;;;Few clouds (10-30%) 750 m, scattered clouds (40-50%) 1650 m, broken clouds (60-90%) 4500 m;16.0;22.0
08.08.2022 13:53;30.0;742.3;758.7;70;Wind blowing from the south-west;9;;;;Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1950 m, overcast (100%) 2700 m;16.0;24.0
08.08.2022 13:16;31.0;742.6;759.0;66;Wind blowing from the south-west;7;11;;;Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1200 m, broken clouds (60-90%) 3300 m;16.0;24.0
08.08.2022 12:53;31.0;742.6;759.0;66;Wind blowing from the south-west;9;12;Light rain;;Broken clouds (60-90%) 600 m, broken clouds (60-90%) 1050 m, overcast (100%) 3300 m;16.0;24.0
08.08.2022 12:20;29.0;742.7;759.2;74;Wind blowing from the south-west;8;13;;;Broken clouds (60-90%) 600 m, overcast (100%) 3300 m;16.0;24.0
08.08.2022 11:53;30.0;742.8;759.2;70;Wind blowing from the south-west;8;12;;;Scattered clouds (40-50%) 600 m, overcast (100%) 3300 m;16.0;24.0
08.08.2022 10:53;28.0;743.0;759.5;79;Wind blowing from the south-southwest;7;;;;Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1050 m, overcast (100%) 3300 m;16.0;24.0
08.08.2022 10:28;27.0;743.1;759.7;84;Wind blowing from the south-southwest;8;;;;Scattered clouds (40-50%) 330 m, broken clouds (60-90%) 1050 m, overcast (100%) 1650 m;16.0;24.0
08.08.2022 9:53;25.0;743.5;760.2;89;Wind blowing from the south-southwest;6;;;;Broken clouds (60-90%) 300 m, overcast (100%) 1050 m;16.0;23.0
08.08.2022 9:48;25.0;743.5;760.2;89;Wind blowing from the south-southwest;7;;;;Broken clouds (60-90%) 300 m, overcast (100%) 1050 m;16.0;23.0
08.08.2022 9:25;24.0;743.7;760.5;94;Wind blowing from the south-southwest;6;;;;Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 600 m, overcast (100%) 1050 m;16.0;23.0
08.08.2022 8:53;24.0;744.2;761.0;94;Wind blowing from the south-southwest;4;;;;Broken clouds (60-90%) 210 m, overcast (100%) 900 m;16.0;23.0
08.08.2022 7:53;23.0;744.2;761.0;94;Wind blowing from the south;3;;;;Broken clouds (60-90%) 210 m, broken clouds (60-90%) 750 m, broken clouds (60-90%) 1500 m;16.0;22.0
08.08.2022 7:50;23.0;744.2;761.0;94;Wind blowing from the south;3;;;;Broken clouds (60-90%) 210 m, broken clouds (60-90%) 750 m, broken clouds (60-90%) 1500 m;16.0;22.0
08.08.2022 7:18;23.0;744.2;761.0;94;Wind blowing from the south;3;;Light rain;;Few clouds (10-30%) 450 m, broken clouds (60-90%) 750 m, overcast (100%) 1050 m;16.0;22.0
08.08.2022 7:11;23.0;744.2;761.0;94;Wind blowing from the south;3;;Light rain, mist;;Few clouds (10-30%) 450 m, broken clouds (60-90%) 750 m, overcast (100%) 1050 m;3.0;22.0
08.08.2022 6:53;23.0;744.4;761.2;94;Wind blowing from the south-west;4;;Light rain, mist;;Few clouds (10-30%) 690 m, broken clouds (60-90%) 1050 m, overcast (100%) 1350 m;3.0;22.0
08.08.2022 6:41;23.0;744.4;761.2;94;Wind blowing from the south-west;4;;Heavy rain, mist;;Few clouds (10-30%) 690 m, broken clouds (60-90%) 1050 m, overcast (100%) 1350 m;4.0;22.0
08.08.2022 6:15;23.0;744.4;761.2;94;Wind blowing from the west-southwest;4;;Light rain;;Scattered clouds (40-50%) 270 m, broken clouds (60-90%) 1350 m, overcast (100%) 1800 m;16.0;22.0
08.08.2022 5:53;23.0;744.4;761.2;94;Wind blowing from the south-west;5;;;;Broken clouds (60-90%) 240 m, overcast (100%) 1650 m;16.0;22.0
08.08.2022 4:53;23.0;744.2;761.0;94;Wind blowing from the south-west;4;;Light rain;;Overcast (100%) 240 m;16.0;22.0
08.08.2022 3:53;23.0;744.4;761.2;89;Wind blowing from the south-west;5;;;;Overcast (100%) 210 m;16.0;21.0
08.08.2022 3:04;23.0;744.8;761.7;89;Wind blowing from the south-west;6;;;;Broken clouds (60-90%) 270 m, broken clouds (60-90%) 2550 m, overcast (100%) 5100 m;16.0;21.0
08.08.2022 2:53;23.0;744.8;761.7;89;Wind blowing from the south-west;4;;;;Few clouds (10-30%) 1350 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 3000 m, overcast (100%) 5100 m;16.0;21.0
08.08.2022 1:53;24.0;745.2;762.0;83;Wind blowing from the south-west;7;;;;Broken clouds (60-90%) 1350 m, overcast (100%) 3000 m;16.0;21.0
08.08.2022 0:53;25.0;745.5;762.3;83;Wind blowing from the south-west;5;;;;Broken clouds (60-90%) 1800 m, overcast (100%) 3900 m;16.0;22.0
07.08.2022 23:53;26.0;745.8;762.5;79;Wind blowing from the west-southwest;4;;;;Broken clouds (60-90%) 1950 m, broken clouds (60-90%) 3600 m, overcast (100%) 4800 m;16.0;22.0
07.08.2022 22:53;26.0;746.1;762.8;79;Wind blowing from the south-west;3;;;;Few clouds (10-30%) 1650 m, broken clouds (60-90%) 2700 m, broken clouds (60-90%) 6900 m;16.0;22.0
07.08.2022 21:53;26.0;746.1;762.8;84;Wind blowing from the south-southwest;2;;;;Scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 5400 m, broken clouds (60-90%) 6900 m;16.0;23.0
07.08.2022 20:53;26.0;746.1;762.8;79;Wind blowing from the south-southwest;2;;;;Scattered clouds (40-50%) 1350 m, broken clouds (60-90%) 6300 m;16.0;22.0
07.08.2022 19:53;27.0;745.8;762.5;74;Wind blowing from the south-southwest;3;;;;Few clouds (10-30%) 3600 m, broken clouds (60-90%) 6300 m;16.0;22.0
07.08.2022 18:53;27.0;745.7;762.3;74;Wind blowing from the south-east;2;;;;Scattered clouds (40-50%) 3900 m, overcast (100%) 6300 m;16.0;22.0
07.08.2022 17:53;27.0;745.8;762.5;70;Wind blowing from the west-northwest;3;;;;Few clouds (10-30%) 1800 m, scattered clouds (40-50%) 3900 m, broken clouds (60-90%) 6900 m;16.0;21.0
07.08.2022 16:53;28.0;746.2;762.8;66;Wind blowing from the west;3;;;;Few clouds (10-30%) 1650 m, broken clouds (60-90%) 4200 m, overcast (100%) 6600 m;16.0;21.0
07.08.2022 15:53;28.0;746.2;762.8;70;Wind blowing from the west;5;10;;;Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 3600 m, overcast (100%) 6600 m;16.0;22.0
07.08.2022 14:53;33.0;746.0;762.3;52;Wind blowing from the south-west;9;12;;;Scattered clouds (40-50%) 1050 m, broken clouds (60-90%) 7200 m;16.0;22.0
07.08.2022 13:53;33.0;746.7;763.0;56;Wind blowing from the south-west;7;11;;;Scattered clouds (40-50%) 1050 m, broken clouds (60-90%) 7200 m;16.0;23.0
07.08.2022 12:53;32.0;746.9;763.3;59;Wind blowing from the south-west;5;;;;Scattered clouds (40-50%) 1050 m, broken clouds (60-90%) 7200 m;16.0;23.0
07.08.2022 11:53;31.0;747.0;763.5;62;Wind blowing from the south-west;4;;;;Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 7200 m;16.0;23.0
07.08.2022 10:53;30.0;747.8;764.3;70;Wind blowing from the south-west;4;;;;Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 7200 m;16.0;24.0
07.08.2022 9:53;29.0;747.7;764.3;74;Wind blowing from the south-west;5;;;;Few clouds (10-30%) 450 m, few clouds (10-30%) 2100 m, broken clouds (60-90%) 7200 m;16.0;24.0
07.08.2022 8:53;27.0;747.6;764.3;79;Wind blowing from the south-southwest;5;;;;Few clouds (10-30%) 2100 m, broken clouds (60-90%) 7200 m;16.0;23.0
07.08.2022 7:53;26.0;747.6;764.3;84;Wind blowing from the south-southwest;4;;;;Broken clouds (60-90%) 7200 m;14.0;23.0
07.08.2022 6:53;24.0;747.4;764.3;89;Wind blowing from the south-southwest;3;;Mist;;Broken clouds (60-90%) 7500 m;9.0;22.0
07.08.2022 5:53;23.0;747.4;764.3;94;Wind blowing from the south-southwest;3;;Mist;;Scattered clouds (40-50%) 7500 m;9.0;22.0
07.08.2022 4:53;23.0;747.1;764.0;94;Wind blowing from the south-southwest;2;;;;Few clouds (10-30%) 7500 m;14.0;22.0
07.08.2022 3:53;23.0;747.4;764.3;94;Wind blowing from the south-southwest;2;;;;No clouds;12.0;22.0
07.08.2022 2:53;23.0;747.1;764.0;94;Wind blowing from the south-southwest;2;;;;No clouds;14.0;22.0
07.08.2022 1:53;24.0;747.4;764.3;89;Wind blowing from the south-southwest;3;;;;Few clouds (10-30%) 7500 m;16.0;22.0
07.08.2022 0:53;24.0;747.4;764.3;89;Wind blowing from the south;2;;;;Scattered clouds (40-50%) 7500 m;16.0;22.0
